Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc
0-20 cm,50464192,2.9,3.74,19.5,503.4,NA,30.6,15.4,258.4,,,,,FI,FI1,FI1C,FI1C1,60.22148517,23.13295531,20-09-18,58,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,50464202,6.3,6.73,8.89,19.2,NA,22.6,1.7,121.1,,,1.3,4.5,FI,FI1,FI1C,FI1C1,60.30966612,23.16812306,22-09-18,35,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50464206,3.9,4.52,6.93,33.8,NA,< LOD,2.6,115.1,,,,,FI,FI1,FI1C,FI1C1,60.34493647,23.18225055,22-09-18,39,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50464246,6.2,6.85,8.77,25.3,NA,66.6,2.2,244.6,,,1.4,3,FI,FI1,FI1C,FI1C1,60.6975752,23.3254541,11-08-18,101,B53,U111,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50464260,3.7,4.53,8.64,30.8,2,34.5,1.7,107.5,,,,,FI,FI1,FI1C,FI1C2,60.82097057,23.37641835,13-08-18,117,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50464274,3.7,4.47,4.85,37.2,2,26.5,1.5,48.4,,,,,FI,FI1,FI1C,FI1C2,60.94435108,23.42782873,07-08-18,116,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,50484204,5.8,6.44,25.05,34.2,NA,46.2,4,290.8,,,,,FI,FI1,FI1C,FI1C1,60.32396614,23.21069261,22-09-18,19,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50504230,5.6,6.39,11.08,49,NA,54.4,3.9,348,,,2.6,4.2,FI,FI1,FI1C,FI1C1,60.54980221,23.33923119,23-09-18,10102,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50504250,3.4,4.08,10.16,109.9,NA,21.9,5.2,59.7,,,,,FI,FI1,FI1C,FI1C1,60.72606004,23.41181865,11-08-18,126,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50504280,3.2,3.78,10.92,127.7,NA,< LOD,5.3,92.5,,,,,FI,FI1,FI1C,FI1C2,60.99038926,23.52240461,09-09-18,147,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,50524204,6.2,6.7,8.33,12.2,NA,53.1,1.1,83.9,,,,,FI,FI1,FI1C,FI1C1,60.31726898,23.28169282,22-09-18,10061,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50564224,4.8,5.57,9.43,18.4,NA,38.7,1.8,212.7,,,,,FI,FI1,FI1C,FI1C1,60.48677288,23.42463904,21-09-18,54,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50564260,3.3,4.3,5.25,82.1,1,19.4,3.2,84.4,,,,,FI,FI1,FI1C,FI1C2,60.80392055,23.55644776,13-08-18,116,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50604274,3.6,4.45,4.4,29.6,1,17.7,1.4,56.6,,,,,FI,FI1,FI1C,FI1C2,60.92031602,23.68072843,13-08-18,10141,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,50644242,3.9,4.51,6.36,56.5,NA,< LOD,2.6,67,,,,,FI,FI1,FI1C,FI1C1,60.63163272,23.63341282,11-08-18,10111,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50644278,3.5,4.39,4.56,41.4,1,10.3,1.8,50,,,,,FI,FI1,FI1C,FI1C2,60.94857876,23.76802721,08-09-18,128,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,50664204,5,5.67,12.29,27.4,NA,74.7,2.5,202.3,,,3.2,13,FI,FI1,FI1C,FI1C1,60.29355049,23.52998146,24-09-18,10062,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50664222,4.6,5.21,9.44,16.5,NA,16.4,1.4,39.6,,,,,FI,FI1,FI1C,FI1C1,60.45207303,23.59552388,20-09-18,10098,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50704204,2.9,3.76,18.41,493.6,NA,29.3,18.2,270.9,,,,,FI,FI1,FI1C,FI1C1,60.28669431,23.60085996,24-09-18,10115,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50704278,4.7,5.14,34.25,72.1,NA,87.8,5.8,173.9,,,,,FI,FI1,FI1C,FI1C2,60.93807612,23.87637244,07-09-18,167,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50724214,3.9,4.5,7.06,74.2,1,20.8,3.4,67.1,,,,,FI,FI1,FI1C,FI1C1,60.3712935,23.67287966,20-09-18,10126,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,50724246,3.3,4.21,12.54,268.3,5,32.6,9.9,252.4,,,,,FI,FI1,FI1C,FI1C1,60.65296806,23.79149121,12-08-18,10149,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50724286,3.7,4.43,7.34,80.1,2,< LOD,4.6,79.1,,,,,FI,FI1,FI1C,FI1C2,61.00494095,23.94309672,07-09-18,137,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,50744220,3.6,4.33,9.01,222.5,1,30.3,9.5,59.5,,,,,FI,FI1,FI1C,FI1C1,60.42064725,23.73050678,20-09-18,89,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,50744296,3.5,4.26,22,224.6,3,24.8,11.8,236,,,,,FI,FI1,FI1C,FI1C2,61.08936551,24.01785319,05-09-18,124,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50784230,4.6,5.3,8.06,26.9,NA,< LOD,2.2,91.7,,,,,FI,FI1,FI1C,FI1C1,60.50168356,23.83883645,13-09-18,10091,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,50804270,2.9,3.75,15.29,481.3,NA,36.7,14.4,163.8,,,,,FI,FI1,FI1C,FI1C2,60.85003701,24.02603445,13-08-18,10156,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,50924310,3.7,4.47,8.19,67.8,3,10,3.3,117,,,,,FI,FI1,FI1C,FI1C2,61.18002474,24.39947094,19-09-18,82,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,50964266,3.6,4.51,9.23,87.4,NA,23.5,4.8,140.5,,,,,FI,FI1,FI1C,FI1C2,60.78620008,24.29812749,27-09-18,102,E10,U120,Grassland,Grassland with sparse tree/shrub cover,Forestry
0-20 cm,50964284,3.9,4.55,8.93,71.3,2,13,3.2,130.7,,,,,FI,FI1,FI1C,FI1C2,60.9443395,24.36871911,28-09-18,73,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51004246,3,3.8,18.45,450.6,5,31.2,20.2,92.9,,,,,FI,FI1,FI1C,FI1C2,60.60324429,24.29202886,08-09-18,119,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,51004256,4.3,5.13,5.41,21.4,2,< LOD,1.2,48.3,,,,,FI,FI1,FI1C,FI1C2,60.69109998,24.33084813,05-07-18,145,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,51004300,3.7,4.53,5.46,51.1,2,36.2,1.8,71.2,,,,,FI,FI1,FI1C,FI1C2,61.07755316,24.50454117,19-09-18,10135,C33,U120,Woodland,Other mixed woodland,Forestry
0-20 cm,51024306,5.7,6.11,28.7,44.3,NA,79,4,253.8,,,,,FI,FI1,FI1C,FI1C2,61.12655212,24.564845,29-09-18,64,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51104260,4.7,5.32,12.14,117.1,NA,37.4,5.9,121.8,,,,,FI,FI1,FI1C,FI1C2,60.70798225,24.52549115,18-06-18,104,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51124252,3.7,4.48,12.08,98.7,NA,28.6,4.1,162.3,,,,,FI,FI1,FI1C,FI1C2,60.63407607,24.52969335,20-09-18,141,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51184260,3.3,4.11,22.6,340.6,NA,81.4,16.6,803.3,,,,,FI,FI1,FI1C,FI1C2,60.69321619,24.66859435,12-09-18,10134,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51184292,4.2,4.94,7.63,71.8,2,18.4,4.4,123.9,,,,,FI,FI1,FI1C,FI1C2,60.97395731,24.79738383,28-09-18,121,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51184336,3.4,4.26,9.64,278.3,2,22.2,9.7,286.5,,,,,FI,FI1,FI1C,FI1C3,61.35980473,24.97871871,09-09-18,134,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51184346,4.8,5.33,22.6,84,3,< LOD,6,94.8,,,,,FI,FI1,FI1C,FI1C3,61.44746896,25.02063547,20-09-18,113,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51204258,3.2,3.89,10.46,68.4,1,11.1,2.6,78.2,,,,,FI,FI1,FI1C,FI1C2,60.67195495,24.69636829,29-05-18,124,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51204270,5.4,5.99,29.88,51.5,NA,69.5,4.7,715,,,,,FI,FI1,FI1C,FI1C2,60.77723393,24.74441423,27-09-18,10101,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51224316,4,4.93,6.94,46.5,2,< LOD,2.2,104.5,,,,,FI,FI1,FI1C,FI1C2,61.17688057,24.96820364,07-09-18,121,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51244294,3.7,4.83,6.89,54.4,2,< LOD,3.8,144.1,,,,,FI,FI1,FI1C,FI1C2,60.98021677,24.91369291,16-09-18,128,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51244306,3.3,4.25,15.76,349.4,1,17.4,14.7,231.2,,,,,FI,FI1,FI1C,FI1C2,61.08542399,24.96304576,19-08-18,120,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51244342,3.6,4.23,9.39,206.1,NA,31.8,8.5,102.1,,,,,FI,FI1,FI1C,FI1C3,61.40095378,25.11334954,25-06-18,126,C33,U120,Woodland,Other mixed woodland,Forestry
0-20 cm,51264268,3.7,4.37,6.36,28.9,1,10,1.4,62.3,,,,,FI,FI1,FI1C,FI1C2,60.74846693,24.84382313,02-07-18,10135,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51324266,4.1,4.87,6.04,49.1,2,< LOD,2.8,52.9,,,,,FI,FI1,FI1C,FI1C2,60.7196331,24.9430645,28-06-18,123,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51364282,3.5,4.09,9.44,35.3,NA,32.5,1.7,54.2,,,,,FI,FI1,FI1C,FI1C2,60.85226884,25.08018784,24-06-18,91,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51404284,5,5.48,36.17,138.9,NA,23.7,7,130.4,,,2.1,8.7,FI,FI1,FI1C,FI1C3,60.862142,25.16023587,27-09-18,84,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51404326,3.5,4.28,10.4,103.7,NA,23.5,4.3,199.2,,,,,FI,FI1,FI1C,FI1C3,61.22995304,25.33660365,28-09-18,138,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,51464314,5,5.79,17.25,33.2,NA,44.8,2.8,181.9,,,2.4,4.5,FI,FI1,FI1C,FI1C3,61.11323496,25.3942014,28-09-18,113,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51524306,4,4.78,9.6,52.2,NA,17.2,3.2,145.7,,,,,FI,FI1,FI1C,FI1C3,61.03150706,25.46845174,27-09-18,109,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51544350,3.3,3.9,18.64,201.6,1,43.5,12.3,140,,,,,FI,FI1,FI1C,FI1C3,61.41243071,25.69478312,27-06-18,101,C31,U420,Woodland,Spruce dominated mixed woodland,Semi-natural and natural areas not in use
0-20 cm,51604342,3.5,4.28,5.19,32.6,NA,51.2,1.4,61.1,,,,,FI,FI1,FI1C,FI1C3,61.33053712,25.76885466,02-06-18,113,C33,U120,Woodland,Other mixed woodland,Forestry
0-20 cm,51624372,4.8,5.68,6.97,32.8,NA,28.3,2.7,172.9,,,,,FI,FI1,FI1C,FI1C3,61.58867868,25.9384428,23-07-18,89,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51644382,5.2,5.88,5.79,19.8,NA,28.2,1.5,44.3,,,,,FI,FI1,FI1C,FI1C3,61.67197659,26.02012715,24-07-18,102,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51664288,3.9,4.72,7.11,123.8,1,18.2,7.8,308.5,,,,,FI,FI1,FI1C,FI1C3,60.84651894,25.64322713,26-09-18,79,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51684292,6.5,6.75,25.3,27.2,NA,69.7,2.6,227.2,,,,,FI,FI1,FI1C,FI1C3,60.87752982,25.69619267,25-06-18,85,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51684328,3.5,4.4,12.56,177.7,2,40.9,7.5,267.8,,,,,FI,FI1,FI1C,FI1C3,61.19217339,25.85243582,07-06-18,90,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,51684368,3.8,4.46,25.2,119.6,2,80.9,6.8,133.5,,,,,FI,FI1,FI1C,FI1C3,61.54158861,26.03021555,31-05-18,102,C10,U120,Woodland,Broadleaved woodland,Forestry
0-20 cm,51764358,3.9,4.69,6.32,68.1,1,17.2,3.6,58.9,,,,,FI,FI1,FI1C,FI1C3,61.43798436,26.13110189,03-06-18,148,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51784288,3.4,3.85,11.4,101.1,NA,23.7,5,120.6,,,,,FI,FI1,FI1C,FI1C3,60.82263056,25.85802293,31-07-18,10111,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51784294,3.7,4.32,8.84,73.2,NA,15.7,3.2,104.9,,,,,FI,FI1,FI1C,FI1C3,60.87504885,25.88402641,25-06-18,96,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51824314,3.4,4.58,9.73,74.7,1,48.5,3.7,158.5,,,,,FI,FI1,FI1C,FI1C3,61.04164691,26.04340582,08-06-18,121,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51844280,4.8,5.75,11.02,32.1,NA,51.3,3,338.5,,,,,FI,FI1,FI1C,FI1C3,60.7406978,25.93057451,11-06-18,55,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,51844342,3.7,4.38,10.91,90.7,NA,22.4,4.7,83.5,,,,,FI,FI1,FI1C,FI1C3,61.28196881,26.20433134,05-06-18,85,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,51884306,4.8,5.57,5.9,28,NA,< LOD,2.2,67.5,,,,,FI,FI1,FI1C,FI1C4,60.95961153,26.1158999,09-06-18,97,E10,U415,Grassland,Grassland with sparse tree/shrub cover,Other abandoned areas
0-20 cm,51904292,3.3,4.02,14.13,175.9,NA,10.7,7.8,97.1,,,,,FI,FI1,FI1C,FI1C3,60.83334017,26.09006128,21-06-18,107,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,51904310,3.6,4.96,14.12,52.1,1,19.2,3.7,96.5,,,,,FI,FI1,FI1C,FI1C4,60.99044029,26.16952503,09-06-18,117,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,51904336,4.7,5.49,6.03,31.9,1,83.8,2.1,94.6,,,,,FI,FI1,FI1C,FI1C3,61.21728788,26.28588465,06-06-18,105,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52004314,4.4,5.19,9.92,41.1,NA,19.1,2.8,193.7,,,,,FI,FI1,FI1C,FI1C4,61.00476904,26.36698551,10-06-18,83,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52024342,3.7,4.24,8.36,65.5,NA,37.4,2.9,81.3,,,,,FI,FI1,FI1C,FI1C4,61.24469424,26.53011829,05-06-18,140,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52044292,4.2,4.97,8.13,68.5,1,43.2,4.1,439.8,,,,,FI,FI1,FI1C,FI1C4,60.80466194,26.3401801,22-06-18,53,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52084336,3.8,5.14,12.99,69.1,2,16.9,4.3,80.1,,,,,FI,FI1,FI1C,FI1C4,61.17984028,26.61094326,06-06-18,91,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52124290,5.6,6.51,6.18,30.3,NA,15.4,2.7,182.7,,,,,FI,FI1,FI1C,FI1C4,60.7706493,26.47394983,22-06-18,10060,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52164298,4.9,5.56,8.1,33.1,NA,30.9,2.9,265.7,,,,,FI,FI1,FI1C,FI1C4,60.83201091,26.58131947,26-06-18,60,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52164304,4.2,5.04,8.06,36.5,1,19.5,2.9,175,,,,,FI,FI1,FI1C,FI1C4,60.88428032,26.60850099,23-06-18,64,C10,U120,Woodland,Broadleaved woodland,Forestry
0-20 cm,52184278,4.5,5.36,6.67,44.9,1,< LOD,3.2,195.3,,,,,FI,FI1,FI1C,FI1C4,60.65357597,26.52695938,19-06-18,29,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52184314,3.7,4.38,7.28,99.7,1,96.9,3.1,86.2,,,,,FI,FI1,FI1C,FI1C4,60.9671719,26.68986903,27-06-18,90,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52184320,5.7,6.56,5.75,16.9,NA,30.8,1.6,88.4,,,0.9,2.9,FI,FI1,FI1C,FI1C4,61.01942018,26.71737405,27-06-18,68,B53,U111,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52204276,5.3,6.33,6.72,19.4,NA,< LOD,1.8,162.3,,,2,6.4,FI,FI1,FI1C,FI1C4,60.63197488,26.553512,19-06-18,20,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52224296,3.8,4.47,9.36,87.9,1,21.4,5.6,87.8,,,,,FI,FI1,FI1C,FI1C4,60.80198994,26.67930085,25-06-18,54,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52224346,3.9,4.63,4.28,32.8,NA,10.1,1.7,28.4,,,,,FI,FI1,FI1C,FI1C4,61.23723489,26.90998317,27-06-18,132,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52264296,3,3.64,9.11,61.9,NA,28.6,2,70.1,,,,,FI,FI1,FI1C,FI1C4,60.79354811,26.7506042,25-06-18,60,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52264310,3.5,4.2,7.69,69.2,2,39.5,2.4,87.8,,,,,FI,FI1,FI1C,FI1C4,60.91541726,26.81472458,23-06-18,101,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52284330,3,4.04,10.01,93.8,NA,34.7,4,129.1,,,,,FI,FI1,FI1C,FI1C4,61.0851891,26.94323179,27-06-18,134,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52304286,3.4,4.09,12.23,78.5,NA,82.4,3.5,119.1,,,,,FI,FI1,FI1C,FI1C4,60.69802994,26.77623452,24-06-18,48,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52304298,3.8,4.47,3.74,23.1,2,26.6,1,31.5,,,,,FI,FI1,FI1C,FI1C4,60.80247762,26.83103436,24-06-18,56,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52344322,3.1,4.04,12.65,145.3,4,64.4,5.8,176.2,,,,,FI,FI1,FI1C,FI1C4,61.00273126,27.01354822,28-06-18,10129,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52384270,4,4.62,9.24,62.3,NA,25.5,3.5,162.9,,,,,FI,FI1,FI1C,FI1C4,60.54180693,26.84532141,01-07-18,53,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52424342,3.8,4.4,5.2,33.8,NA,21,1.4,53.5,,,,,FI,FI1,FI1C,FI1C5,61.15927235,27.25151158,28-06-18,10122,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52444310,3.7,4.46,5.51,36.5,NA,< LOD,1.7,58.5,,,,,FI,FI1,FI1C,FI1C4,60.87683214,27.13626635,30-06-18,78,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52464330,4.2,4.89,14.07,153.4,2,26.3,9.6,157.8,,,,,FI,FI1,FI1C,FI1C5,61.04629045,27.26628684,10-07-18,97,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52484272,3.1,3.73,31.2,514.4,3,34.4,22.5,194.1,,,,,FI,FI1,FI1C,FI1C4,60.53784274,27.03121337,01-07-18,5,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52484298,3.8,4.6,5.88,77.8,1,20.3,2.8,66.5,,,,,FI,FI1,FI1C,FI1C4,60.76387341,27.15147042,07-07-18,86,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,52584292,3.5,4.04,11,184.2,NA,50.1,8.4,110.7,,,,,FI,FI1,FI1C,FI1C4,60.69000693,27.30100113,27-06-18,54,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52624278,3.6,4.07,23.5,161.5,NA,56.5,9.5,151.4,,,,,FI,FI1,FI1C,FI1C4,60.55967793,27.30632273,03-07-18,10,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52624310,3.4,4.13,13.71,163.3,NA,37.1,6.5,152.6,,,,,FI,FI1,FI1C,FI1C5,60.83753467,27.45708896,30-06-18,97,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52624318,4.3,5.13,7.18,43.8,1,< LOD,2.2,68.5,,,,,FI,FI1,FI1C,FI1C5,60.90697364,27.49524457,30-06-18,77,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52624328,5.4,5.77,27.7,138.5,NA,76.5,7.8,105.7,,,,,FI,FI1,FI1C,FI1C5,60.99375798,27.54320398,11-07-18,77,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52624364,3.5,4.15,8.41,73.2,1,26.9,3.7,54,,,,,FI,FI1,FI1C,FI1C5,61.30604724,27.71833438,28-06-18,105,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry
0-20 cm,52664358,3.9,4.88,4.25,58.4,1,25.6,3,77.7,,,,,FI,FI1,FI1C,FI1C5,61.24505558,27.76091371,12-07-18,98,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52684288,3.5,4.15,4.79,41,1,43.9,2.3,47.1,,,,,FI,FI1,FI1C,FI1C4,60.63335521,27.45933005,05-07-18,40,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52684348,4,4.7,5.45,62.3,1,55.8,2.3,72.3,,,,,FI,FI1,FI1C,FI1C5,61.15386837,27.74779537,11-07-18,101,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52704300,4.7,5.67,5.77,39.6,NA,39.3,2.9,83.4,,,1.5,2.5,FI,FI1,FI1C,FI1C4,60.73308105,27.55166503,07-07-18,38,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52704318,6.1,6.64,13.28,18.9,NA,51.4,1.4,110.7,,,1.3,2.9,FI,FI1,FI1C,FI1C5,60.88923758,27.63787738,09-07-18,10085,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52724350,3.3,4.08,12.26,142.4,1,12.2,6.7,115.9,,,,,FI,FI1,FI1C,FI1C5,61.16221914,27.82943747,13-07-18,85,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52804364,4.4,5,2.6,20.7,1,< LOD,1,29.3,,,,,FI,FI1,FI1C,FI1C5,61.26538207,28.04269734,14-07-18,108,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52844290,3.2,4.02,6.7,55.5,2,22.4,2.1,82.4,,,,,FI,FI1,FI1C,FI1C4,60.61519079,27.75174554,06-07-18,10069,C23,U120,Woodland,Other coniferous woodland,Forestry
0-20 cm,52844304,3.8,4.51,5.33,55.3,1,22,4,56.3,,,,,FI,FI1,FI1C,FI1C4,60.73654278,27.81914978,08-07-18,91,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52864288,3.9,4.76,4.64,30.2,2,18.5,1.4,62.1,,,,,FI,FI1,FI1C,FI1C4,60.59337519,27.77747712,06-07-18,37,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,52864294,5.6,6.1,15.87,21.5,NA,37.8,1.9,161.5,,,,,FI,FI1,FI1C,FI1C4,60.64538115,27.80631028,07-07-18,18,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,52964324,3.1,3.9,14.47,455.1,3,38.4,17.4,283.4,,,,,FI,FI1,FI1C,FI1C5,60.88256279,28.13004678,09-07-18,61,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,52984310,3.9,4.67,3.68,29.8,2,38.4,1.1,27.4,,,,,FI,FI1,FI1C,FI1C5,60.75681302,28.09653647,08-07-18,57,C33,U120,Woodland,Other mixed woodland,Forestry
0-20 cm,53024334,5.3,6.31,3.77,36.2,NA,54.1,2.3,47.6,,,,,FI,FI1,FI1C,FI1C5,60.95530607,28.28659792,07-06-18,51,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,53124356,4,4.61,7.97,43.5,NA,20,2.1,72.7,,,,,FI,FI1,FI1C,FI1C5,61.12221897,28.5763985,09-06-18,89,E30,U120,Grassland,Spontaneously re-vegetated surfaces,Forestry
0-20 cm,53144342,4.8,5.34,12.58,64.1,NA,18.9,4.1,327.4,,,,,FI,FI1,FI1C,FI1C5,60.9965908,28.54074408,08-06-18,54,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,53264382,3.3,3.97,20.4,518.8,NA,28.4,20.2,308.3,,,,,FI,FI1,FI1C,FI1C5,61.31346182,28.96221656,26-07-18,109,C10,U120,Woodland,Broadleaved woodland,Forestry
